"Access_Electricity","Access.to.electricity..rural....of.rural.population.","Access.to.electricity..urban....of.urban.population.","Communications_Imports","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Gini_Index","Internet_Usage","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Poverty_Rate","Poverty_Gap","Individuals.using.the.Internet..female....of.female.population.","Individuals.using.the.Internet..male....of.male.population.","Mobile.cellular.subscriptions","Mobile_Cellular_Subscriptions","Log_Internet_Usage","Log_Access_Electricity","Log_Gini_Index","Log_Poverty_Rate","Log_Mobile_Cellular_Subscriptions","Log_Poverty_Gap","Log_Communications_Imports","Scaled_Internet_Usage","Scaled_Access_Electricity","Scaled_Gini_Index","Scaled_Poverty_Rate","Scaled_Mobile_Cellular_Subscriptions","Scaled_Poverty_Gap","Scaled_Communications_Imports","Internet_x_Electricity","Mobile_Cellular_x_Gini","Poverty_Gap_x_Electricity","Communications_x_Internet"
99.6,100,99.1,11.78,26.38,10.98,36.2198132780083,45,12,4.12,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2690000,92.41,3.8286413964891,4.61115225766564,3.6168412344903,1.90905665524534,4.53699840588476,1.08751957056636,2.54788144894939,0.373089719664976,0.512163290067557,0.0607291704414302,0.394166300634521,0.111120284705113,0.336626426613018,-1.91184269207463,0.191082858313997,0.00674824270935705,0.172407698177808,-0.713288854029658
99.7,100,99.5,8.66,28.99,8.13,36.2198132780083,47,24,8.26,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3100000,106.87,3.87120101090789,4.61214579972452,3.6168412344903,1.90905665524534,4.68092679838734,1.08751957056636,2.26799364822443,0.415146167302625,0.513873791829252,0.0607291704414302,0.394166300634521,0.35267541398116,0.336626426613018,-2.46334323309213,0.213332735155181,0.0214176853261638,0.172983498273563,-1.02264750196906
99.9,99.9,99.9,8.39,26.42,7.87,29,49.4,74,25.51,0.6,0.1,63.99525,67.5129845422117,3500000,121.02,3.91999117507732,4.61412992735956,3.40119738166216,0.470003629245736,4.80418496572371,0.0953101798043249,2.23964529322017,0.463359503176218,0.517289705413232,-1.73677631324941,-1.39425193127132,0.559539688830414,-1.53082809963381,-2.51920180599637,0.239691100898447,-0.971795277883607,-0.791881616697873,-1.16729609722711
99.9,99.8,99.9,12.65,22.44,9.95,36.2198132780083,51.8,103,35.58,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3690000,127.67,3.96651119071222,4.61412992735956,3.6168412344903,1.90905665524534,4.8572509871969,1.08751957056636,2.61373952163097,0.509329529652478,0.517289705413232,0.0607291704414302,0.394166300634521,0.648600432539427,0.336626426613018,-1.78207368242082,0.263470922352191,0.0393889662160722,0.174133385056957,-0.907662750473459
100,99.9,100,10.66,22.27,8.92,34.6,54.3,151,52.27,1,0.1,63.99525,67.5129845422117,3360000,116.49,4.01277290852829,4.61512051684126,3.57234563785798,0.693147180559945,4.76635322357948,0.0953101798043249,2.45616418092235,0.555044312070717,0.51899512395935,-0.310165143946563,-1.11693484267735,0.49604664756531,-1.53082809963381,-2.09256554889992,0.288065291546074,-0.153856379846304,-0.794492319329906,-1.16146660555204
100,100,100,11.12,23.85,9.89,32.8,56.9,197,68.39,0.1,0,63.99525,67.5129845422117,3400000,117.99,4.05871738457895,4.61512051684126,3.52046080248897,0.0953101798043249,4.77903945596706,0,2.49485698064117,0.600445603357098,0.51899512395935,-0.742652668506427,-1.85991135052117,0.517337960913045,-1.71021304431398,-2.01632392663864,0.311628340345164,-0.384202417191746,-0.887592230930629,-1.21069283669389
99.9,99.7,100,13.36,27.04,10.32,33.7,59.6,416,144.64,0.1,0,63.99525,67.5129845422117,3370000,116.96,4.10429489307527,4.61412992735956,3.54673968695281,0.0953101798043249,4.77034558394708,0,2.66444656362008,0.64548426561254,0.517289705413232,-0.523604277794005,-1.85991135052117,0.502747028969859,-1.71021304431398,-1.68215878431538,0.333902365607587,-0.263240495016845,-0.884675601887044,-1.0858070275375
99.9,99.7,100,15.44,30.51,10.21,33.1,62.4,1273,443.02,0.4,0,63.99525,67.5129845422117,3630000,125.92,4.14946386144318,4.61412992735956,3.52929738428947,0.336472236621213,4.843556966715,0,2.79971738962803,0.690119217760337,0.517289705413232,-0.668995088959578,-1.56020132492594,0.6256177476758,-1.71021304431398,-1.41561650010707,0.356991566855255,-0.418535200761063,-0.884675601887044,-0.97694415170252
100,100,100,13.73,29.85,9.16,30.1,65.4,1508,526.1,0,0,63.99525,67.5129845422117,2710000,94.36,4.19569705648239,4.61512051684126,3.43720781918519,0,4.55765920331704,0,2.68988623047454,0.735805814616087,0.51899512395935,-1.43661028454585,-1.97836040011743,0.145795316558968,-1.71021304431398,-1.63203159049986,0.381879629966686,-0.209451051207232,-0.887592230930629,-1.20085833392694
100,100,100,13.34,30,9.86,30.1,68.55,2190,767.29,0,0,65.96,71.16,2630000,91.52,4.24204591836945,4.61512051684126,3.43720781918519,0,4.52742483736324,0,2.66305283517147,0.781606710832783,0.51899512395935,-1.43661028454585,-1.97836040011743,0.0950529574624549,-1.71021304431398,-1.68490503474661,0.40565007177612,-0.136554056267062,-0.887592230930629,-1.3169330822739
99.3,97.9,100,64.41,53.19,62.36,36.2198132780083,10.18,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2.7e+07,78.19,2.41412646772695,4.60816569496789,3.6168412344903,1.90905665524534,4.37185002822232,1.08751957056636,4.18067515197312,-1.02470191558736,0.507021564349691,0.0607291704414302,0.394166300634521,-0.166048361608116,0.336626426613018,1.30547013204675,-0.519545968233231,-0.0100839792536195,0.170676857422779,-1.3377177450504
98.8,97.4,99.5,68.78,53.7,67.45,36.2198132780083,11.23,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,32700000,92.99,2.50389194969908,4.60316818331742,3.6168412344903,1.90905665524534,4.54318839363221,1.08751957056636,4.24534743575863,-0.935997698131817,0.498417748934087,0.0607291704414302,0.394166300634521,0.12150894579244,0.336626426613018,1.43290262250958,-0.466517865710347,0.00737913747918758,0.167780585784186,-1.34119355631601
98.9,97.5,99.6,67.52,62.94,66.5,36.2198132780083,12.5,13,0.36,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,32800000,91.42,2.60268968544438,4.60416968565451,3.6168412344903,1.90905665524534,4.52634340544212,1.08751957056636,4.22712567345592,-0.838368011941437,0.500141955269014,0.0607291704414302,0.394166300634521,0.0932379894567216,0.336626426613018,1.39699783586934,-0.419303016727386,0.00566226575333351,0.168360999201456,-1.17119829834427
99,97.6,99.7,66.93,65.72,65.42,27.6,14.9,18,0.49,0,0,63.99525,67.5129845422117,35600000,97.46,2.76631910922619,4.60517018598809,3.35340671782581,0,4.58965037433005,0,4.21847776320321,-0.67667311908971,0.501864436534784,-2.13513675426565,-1.97836040011743,0.199486122906315,-1.71021304431398,1.37995769631811,-0.339598173630192,-0.425930152983229,-0.858295105839072,-0.933780278579425
98.8,97.7,99.3,58.2,64.09,56.59,36.2198132780083,18.2,46,1.23,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,37500000,100.72,2.95491027903374,4.60316818331742,3.6168412344903,1.90905665524534,4.62222394055392,1.08751957056636,4.08092154188996,-0.490311593821018,0.498417748934087,0.0607291704414302,0.394166300634521,0.254154363573606,0.336626426613018,1.10891219066162,-0.244380000868556,0.0154345836638948,0.167780585784186,-0.543712503610855
99.2,97.8,99.8,55.86,63.93,53.63,36.2198132780083,22.5,68,1.79,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,39500000,103.99,3.15700042115011,4.60716818865076,3.6168412344903,1.90905665524534,4.65386510752685,1.08751957056636,4.04059210622285,-0.290610689664121,0.505304237642181,0.0607291704414302,0.394166300634521,0.307257757877509,0.336626426613018,1.02944568468412,-0.146846812991397,0.0186595087475949,0.170098759869903,-0.299167920397805
99.3,97.9,99.9,58.18,59.1,56.08,36.2198132780083,29.5,94,2.43,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43300000,111.71,3.41772668361337,4.60816569496789,3.6168412344903,1.90905665524534,4.72481814825399,1.08751957056636,4.08058364697206,-0.0329668986009419,0.507021564349691,0.0607291704414302,0.394166300634521,0.426338299439625,0.336626426613018,1.10824639090348,-0.0167149285004072,0.0258911712523785,0.170676857422779,-0.0365354463937751
99.4,98.1,99.9,57.91,58.37,55.85,36.2198132780083,38.2,152,3.84,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43200000,109.32,3.66867674679642,4.60916220725763,3.6168412344903,1.90905665524534,4.70338523348505,1.08751957056636,4.0760108555336,0.215016273616464,0.508737179719891,0.0607291704414302,0.394166300634521,0.390367422479535,0.336626426613018,1.09923600550711,0.10938677263352,0.0237066897345414,0.171254378894292,0.236353629729187
99.4,98.3,99.9,60.28,60.05,58.43,36.2198132780083,42.95,309,7.66,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,4.7e+07,116.61,3.78305262413119,4.60916220725763,3.6168412344903,1.90905665524534,4.76737406586295,1.08751957056636,4.11545352543234,0.328039926716468,0.508737179719891,0.0607291704414302,0.394166300634521,0.497759927936647,0.336626426613018,1.17695519774052,0.166886107153255,0.0302285475025786,0.171254378894292,0.386088296815367
99.5,98.6,99.9,61.31,61.24,59.59,36.2198132780083,47.69,2621,63.71,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,45800000,111.45,3.88547367019461,4.61015772749913,3.6168412344903,1.90905665524534,4.72250867840532,1.08751957056636,4.13212192655613,0.429250086150085,0.510451087160119,0.0607291704414302,0.394166300634521,0.422462314457421,0.336626426613018,1.20979918813188,0.219111173138886,0.0256557858997658,0.171831325431441,0.519306405729914
99.6,98.9,99.9,62.67,62.92,61.45,36.2198132780083,49.04,2855,68.09,5.74672131147541,1.96690573770492,42.86,55.13,47200000,112.47,3.91282268559871,4.61115225766564,3.6168412344903,1.90905665524534,4.7315384848029,1.08751957056636,4.15371349402893,0.456275764131224,0.512163290067557,0.0607291704414302,0.394166300634521,0.437617045318911,0.336626426613018,1.25234395468413,0.233687696535536,0.0265761201332472,0.172407698177808,0.571414194878623
99.5,98.7,99.8,57.04,62.79,54.73,36.2198132780083,58.98,2154,50.44,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,45400000,106.37,4.09401117332086,4.61015772749913,3.6168412344903,1.90905665524534,4.67628081344604,1.08751957056636,4.06113242801599,0.635322126521814,0.510451087160119,0.0607291704414302,0.394166300634521,0.344878053963478,0.336626426613018,1.06991904062262,0.324300870179939,0.0209441581206568,0.171831325431441,0.679743240094543
82.4805239005736,77.8707367149758,91.392984496124,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.42461335795085,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,0.345669003020243,0.191014211640779,0.0607291704414302,0.394166300634521,0.21378798331608,0.336626426613018,0.205735809915778,0.0660276921005657,0.0129831668771319,0.0643004314969381,0.0711164922991493
82.4805239005736,77.8707367149758,91.392984496124,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.42461335795085,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,0.345669003020243,0.191014211640779,0.0607291704414302,0.394166300634521,0.21378798331608,0.336626426613018,0.205735809915778,0.0660276921005657,0.0129831668771319,0.0643004314969381,0.0711164922991493
82.4805239005736,77.8707367149758,91.392984496124,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,3,54.7,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.42461335795085,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,0.345669003020243,0.191014211640779,0.0607291704414302,0.394166300634521,0.21378798331608,0.336626426613018,0.205735809915778,0.0660276921005657,0.0129831668771319,0.0643004314969381,0.0711164922991493
82.4805239005736,77.8707367149758,91.392984496124,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,1,18.41,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.42461335795085,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,0.345669003020243,0.191014211640779,0.0607291704414302,0.394166300634521,0.21378798331608,0.336626426613018,0.205735809915778,0.0660276921005657,0.0129831668771319,0.0643004314969381,0.0711164922991493
82.4805239005736,77.8707367149758,91.392984496124,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,1,18.63,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.42461335795085,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,0.345669003020243,0.191014211640779,0.0607291704414302,0.394166300634521,0.21378798331608,0.336626426613018,0.205735809915778,0.0660276921005657,0.0129831668771319,0.0643004314969381,0.0711164922991493
82.4805239005736,77.8707367149758,91.392984496124,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,0,0,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.42461335795085,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,0.345669003020243,0.191014211640779,0.0607291704414302,0.394166300634521,0.21378798331608,0.336626426613018,0.205735809915778,0.0660276921005657,0.0129831668771319,0.0643004314969381,0.0711164922991493
82.4805239005736,77.8707367149758,91.392984496124,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,24,459.62,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.42461335795085,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,0.345669003020243,0.191014211640779,0.0607291704414302,0.394166300634521,0.21378798331608,0.336626426613018,0.205735809915778,0.0660276921005657,0.0129831668771319,0.0643004314969381,0.0711164922991493
82.4805239005736,77.8707367149758,91.392984496124,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,1,19.47,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.42461335795085,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,0.345669003020243,0.191014211640779,0.0607291704414302,0.394166300634521,0.21378798331608,0.336626426613018,0.205735809915778,0.0660276921005657,0.0129831668771319,0.0643004314969381,0.0711164922991493
82.4805239005736,77.8707367149758,91.392984496124,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,10,198.22,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.42461335795085,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,0.345669003020243,0.191014211640779,0.0607291704414302,0.394166300634521,0.21378798331608,0.336626426613018,0.205735809915778,0.0660276921005657,0.0129831668771319,0.0643004314969381,0.0711164922991493
82.4805239005736,77.8707367149758,91.392984496124,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,55,1111.94,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.42461335795085,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,0.345669003020243,0.191014211640779,0.0607291704414302,0.394166300634521,0.21378798331608,0.336626426613018,0.205735809915778,0.0660276921005657,0.0129831668771319,0.0643004314969381,0.0711164922991493
82.4805239005736,77.8707367149758,91.392984496124,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,25,516.27,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.42461335795085,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,0.345669003020243,0.191014211640779,0.0607291704414302,0.394166300634521,0.21378798331608,0.336626426613018,0.205735809915778,0.0660276921005657,0.0129831668771319,0.0643004314969381,0.0711164922991493
82.4805239005736,77.8707367149758,91.392984496124,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,19,401.51,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.42461335795085,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,0.345669003020243,0.191014211640779,0.0607291704414302,0.394166300634521,0.21378798331608,0.336626426613018,0.205735809915778,0.0660276921005657,0.0129831668771319,0.0643004314969381,0.0711164922991493
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,70.04,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,64202,84.42,4.26324309868391,4.61512051684126,3.6168412344903,1.90905665524534,4.44758026541332,1.08751957056636,3.62255743873369,0.802553284624281,0.51899512395935,0.0607291704414302,0.394166300634521,-0.0389502476314068,0.336626426613018,0.205735809915778,0.416521241437562,-0.00236541622714361,0.174707474008016,0.165113950012744
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,78.53,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,64549,87.4,4.37613430896904,4.61512051684126,3.6168412344903,1.90905665524534,4.4818719696436,1.08751957056636,3.62255743873369,0.914109823351064,0.51899512395935,0.0607291704414302,0.394166300634521,0.0186015453429524,0.336626426613018,0.205735809915778,0.474418541082545,0.00112965641760615,0.174707474008016,0.1880651248591
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,81,58,810.97,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,65495,91.58,4.40671924726425,4.61512051684126,3.6168412344903,1.90905665524534,4.52807313560312,1.08751957056636,3.62255743873369,0.944333167088529,0.51899512395935,0.0607291704414302,0.394166300634521,0.0961409968855473,0.336626426613018,0.205735809915778,0.490104309112036,0.00583856298627141,0.174707474008016,0.19428314896129
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,81,79,1119.5,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,65044,92.17,4.40671924726425,4.61512051684126,3.6168412344903,1.90905665524534,4.53442578146233,1.08751957056636,3.62255743873369,0.944333167088529,0.51899512395935,0.0607291704414302,0.394166300634521,0.106802647204047,0.336626426613018,0.205735809915778,0.490104309112036,0.0064860361656505,0.174707474008016,0.19428314896129
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,82.7,92,1295.54,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,63865,89.94,4.42723897749543,4.61512051684126,3.6168412344903,1.90905665524534,4.51019994839686,1.08751957056636,3.62255743873369,0.964610300041712,0.51899512395935,0.0607291704414302,0.394166300634521,0.0661444133684644,0.336626426613018,0.205735809915778,0.500628042242614,0.00401689535320189,0.174707474008016,0.198454881332183
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,84.4,79,1106.95,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,63931,89.58,4.44734610079452,4.61512051684126,3.6168412344903,1.90905665524534,4.50623343812807,1.08751957056636,3.62255743873369,0.984479704163914,0.51899512395935,0.0607291704414302,0.394166300634521,0.0594874162041511,0.336626426613018,0.205735809915778,0.510940166098014,0.00361262143778219,0.174707474008016,0.202542729281808
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,86.1,87,1214.73,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,66241,92.49,4.46705688385846,4.61512051684126,3.6168412344903,1.90905665524534,4.53785447870322,1.08751957056636,3.62255743873369,1.00395745383683,0.51899512395935,0.0607291704414302,0.394166300634521,0.112557032359546,0.336626426613018,0.205735809915778,0.521049023203961,0.00683549520254443,0.174707474008016,0.206549999886103
